Title,Time_Created,Category,Teaser
TNB worker dies after being electrocuted while working at Kg Sg Damar,2021-04-19 10:10:00,Nation," A Tenaga Nasional Berhad (TNB) worker died after being electrocuted while attempting to relocate a low lying electricity wire at Kampung Sungai Damar, Padang Tengku near here yesterday."
Sabah apologises over removal of Pillars of Sabah artworks,2021-04-19 09:56:00,Nation, Sabah government has apologised for erasing the artworks from the Pillars of Sabah 3.0 here.
EduCity to host education events,2021-04-19 09:45:00,Nation, EduCity Iskandar Malaysia Sdn Bhd (EIMSB) has lined up a series of education events this year.
Ekuinas helps Bumiputera businesses grow,2021-04-19 09:30:00,Nation,"EKUITI Nasional Berhad (Ekuinas) wants to take Bumiputera entrepreneurs to greater heights by enhancing their business capabilities through the Entrepreneur Mentorship Programme (EMP) under its corporate social responsibility arm, ILTIZAM."
'Conservation should be a school subject',2021-04-19 09:15:00,Nation,"THE government should introduce environmental conservation as a subject in schools, with a focus on education and awareness of the economic, social and environmental impact of food wastage."
"NIP: Phase 2 starts with 10,000 seniors",2021-04-19 09:00:00,Nation,"Almost 10,000 senior citizens aged above 75 with chronic conditions will receive the Covid-19 vaccine today."
96 accidents involving p-hailing riders recorded in 2020,2021-04-18 21:32:00,Nation," A total of 91 accident cases related to riders in p-Hailing services, which involves the delivery of parcels and food items using motorcycles, were recorded last year."
Covid-19: 5 new clusters in 3 states,2021-04-18 21:26:00,Nation," The Health Ministry today reported five new Covid-19 clusters in three states, including one education institution-linked cluster as of noon today."
PBS and 'The Kiulu Charge',2021-04-18 21:16:00,Nation, Parti Bersatu Sabah (PBS) is seeking to reinvent its political struggle and has titled its mission “The Kiulu Charge”.
"Parents left uneasy due to spike in Covid-19 cases, closed schools",2021-04-18 20:58:00,Nation, The sudden closure of schools in certain districts affected by Covid-19 infections in Pahang has sparked concerns among parents on the safety of their children attending physical lessons.
"EMCO in Maahad Tahfiz Sains Tanah Merah, Kelantan",2021-04-18 20:01:00,Nation," The Enhanced Movement Control Order (EMCO) has been enforced on Maahad Tahfiz Sains Tanah Merah, Kelantan for two weeks following a spike in Covid-19 cases."
158 detained for flouting SOP,2021-04-18 19:57:00,Nation, More than 150 people were nabbed for flouting the Movement Control Order's (MCO) standard operating procedures (SOP) yesterday.
Government considering plans to regulate p-hailing services - Wee,2021-04-18 19:41:00,Nation," The government is considering creating a regulatory body to oversee p-hailing services, which involves the delivery of parcels and food items using motorcycles."
Scuba diver goes missing off Pulau satang,2021-04-18 19:17:00,Nation, A female scuba diver has gone missing while scuba diving in the waters of Pulau Satang here on Saturday afternoon.
"Most countries face financial problems, fiscal deficits – Mustapa",2021-04-18 18:27:00,Nation," Most countries, including Malaysia, are facing financial problems and a large budget deficit due to the Covid-19 pandemic, said Minister in the Prime Minister’s Department (Economy) Datuk Seri Mustapa Mohamed."
Clowns remind public to follow SOP at Ramadan bazaar,2021-04-18 18:07:00,Nation," The Perak Muslim Clown Malaysia (MCM) group has taken the initiative to ensure compliance with the Standard Operating Procedures (SOP) to curb the Covid-19 outbreak by placing four clowns at the Taman Jati Ramadan bazaar, near here."
Cock-a-doodle boo! 48 traders fined,2021-04-18 17:58:00,Nation, 48 chicken retailers here have been compounded since last month for various offences including profiteering.
"36,000 senior citizens, PwD scheduled for vaccination under phase two",2021-04-18 17:50:00,Nation," So far 36,000 senior citizens and persons with disabilities (PwD) are expected to get their jabs under phase two of the Covid-19 vaccination programme, said Women, Family and Community Development Minister Datuk Seri Rina Mohd Harun."
Cops deny special treatment given to suspect in bodyguard beating case,2021-04-18 17:42:00,Nation," Police denied that special treatment was provided to the suspect who allegedly beat and threatened to kill two of his bodyguards for fasting, recently."
"UMP, Perodua embark on strategic partnership via German education model",2021-04-18 17:29:00,Nation," Universiti Malaysia Pahang (UMP) which specialises in the fields of engineering and technology, has teamed up with Perusahaan Otomobil Kedua Sdn Bhd (Perodua) to introduce the Bachelor of Technology (BTech Apprenticeship) Programme."
Gambling Raya ad actors paid RM180 each,2021-04-18 17:21:00,Nation, Police are intensifying their efforts to track down the main syndicate which hired the production house to produce two Hari Raya Aidilfitri-themed advertisements promoting online gambling.
New Covid-19 cases breach 2k mark for fourth straight day,2021-04-18 16:19:00,Nation," For the fourth day in a row, Malaysia's new daily Covid-19 cases numbered above the 2,000 mark."
"'Better communication, transparency and quicker vaccine rollout needed in NIP'",2021-04-18 16:11:00,Nation, The government must ensure transparency and effective communication to ensure the success of the National Covid-19 Immunisation Programme (NIP).
Ramadan bazaar traders experience 70pct drop in customers,2021-04-18 16:02:00,Nation," With almost a week since Ramadan began, food traders at a bazaar here are still experiencing lower than expected business."
Costly feed reason behind rise in chicken prices,2021-04-18 15:50:00,Nation," Costly feed has led to the increase in chicken prices, Domestic Trade and Consumer Affairs Ministry Datuk Alexander Nanta Linggi said today."
TVS newscasters to present news from home due to newsroom closure,2021-04-18 15:41:00,Nation, TV Sarawak (TVS) broadcast journalists will be presenting the prime time news bulletin from their homes tonight as its newsroom has been temporarily closed due to Covid-19 infection.
"Vaccine reduces serious Covid-19 symptoms, says Khairy",2021-04-18 15:36:00,Nation, The current Covid-19 vaccine implementation for members of the public is aimed at reducing the risk of severe symptoms of individuals afflicted by the coronavirus.
Man electrocuted while carrying out wiring work at in-law's home,2021-04-18 14:49:00,Nation," A man has died after reportedly being electrocuted while carrying out wiring work at his father-in-law’s house in Kampung Bundu, Kuala Penyu, here, yesterday."
"Nestle extends food aid to frontliners, Covid-19 patients in JB",2021-04-18 14:31:00,Nation," With the rise in Covid-19 incidences, two places in this state capital have become focal points in the fight against the pandemic."
"Chicken price hike: Suppliers, traders in Negri Sembilan identified",2021-04-18 14:19:00,Nation, The Negri Sembilan Domestic Trade and Consumer Affairs Ministry has identified the chicken suppliers and traders who raise the prices of chicken in the state.
Drastic rise in Covid-19 cases worries the Kelantan state govt,2021-04-18 14:15:00,Nation, The state government has expressed worry over the drastic increase in Covid-19 cases here and urged the people to continue adhering to the Standard Operating Procedures (SOP).
68 districts re-designated as red zones as Covid-19 numbers increase,2021-04-18 14:06:00,Nation," The current increase in Covid-19 cases has seen a total of 68 districts nationwide, of which 46 in the Peninsula being re-designated as red zones."
Ministry sets up task force to look into rise in chicken prices,2021-04-18 13:32:00,Nation, The Domestic Trade and Consumer Affairs Ministry has issued 40 notices to chicken producers and wholesalers nationwide following the rise in chicken prices.
R-naught upward trend sees Malaysia's Covid-19 situation deteriorate,2021-04-18 12:26:00,Nation, The Covid-19 pandemic situation in Malaysia continue to deteriorate as the Covid-19 R-naught (Rt) rate according to daily coronavirus cases remained on an upward trend with the value of 1.19 on Saturday.
German Shepherd in quarantine at KLIA after inaccurate declaration,2021-04-18 12:02:00,Nation, The Malaysian Quarantine and Inspection Services (Maqis) Department detained a German Shepherd at Kuala Lumpur International Airport (KLIA) on Friday after the microchip on the dog was found to be different from the declared import permit.
Two senior citizens rescued from flash flood in Johor,2021-04-18 11:22:00,Nation," Two senior citizens, trapped in a flash flood which inundated Kampung Laut Batu 9½ Skudai, near here yesterday, were rescued by the Fire and Rescue Department last night."
"3 killed after car skids, crashes into tree at Old Klang Road",2021-04-18 10:42:00,Nation," Three men were killed when the car they were travelling in skidded and struck a tree near a petrol station in Jalan Klang Lama, here, early today."
"One-week closure for all schools, learning institutions in 7 Kelantan districts",2021-04-18 09:19:00,Nation," All schools in seven Kelantan districts, placed under Movement Control Order (MCO), have been ordered to close for a week beginning today."
