Title,Time_Created,Category,Teaser
Sarawak can procure its vaccines - Uggah,"Apr 23, 2021 @ 3:36pm",NATION,"KUCHING: Sarawak can now procure its Covid-19 vaccines for the use of its people, said Deputy Chief Minister Datuk Amar Douglas Uggah."
Nancy explains what happened in CBN issue in 2010,"Apr 23, 2021 @ 3:02pm",NATION,KUALA LUMPUR: An application to gazette SMK Convent Bukit Nanas (CBN) as a national heritage site had been initiated by the National Heritage Department (JWN) in 2010 but was struck out a year later due to objections raised by the school’s stakeholders.
NUTP: Consider quarantine leave for teachers,"Apr 23, 2021 @ 2:48pm",NATION,KUALA LUMPUR: The National Union of the Teaching Profession (NUTP) wants the Education Minister to consider providing quarantine leave for teachers identified as Covid-19 close contacts before receiving their quarantine letters from the district health offices.
NUTP: Consider quarantine leave for teachers,"Apr 23, 2021 @ 2:48pm",NATION,KUALA LUMPUR: The National Union of the Teaching Profession (NUTP) wants the Education Minister to consider providing quarantine leave for teachers identified as Covid-19 close contacts before receiving their quarantine letters from the district health offices.
Social assistance coordination mechanism discussed in JEKB meeting,"Apr 23, 2021 @ 2:43pm",NATION,KUALA LUMPUR: The social assistance coordination mechanism was among the matters discussed at the Shared Prosperity Vision 2030 Executive Committee (JEKB) meeting yesterday.
"Work with other agencies to address price hikes during festive season, Muhyiddin tells ministry","Apr 23, 2021 @ 2:25pm",NATION,PUTRAJAYA: The Domestic Trade and Consumer Affairs Ministry must work with other agencies and introduce proactive measures to address issues involving errant traders hiking up prices of goods during festive seasons.
Irresponsible attitude among locals caused surge in Covid-19 cases,"Apr 23, 2021 @ 2:22pm",NATION,KOTA BARU: Being top on the list with the highest number Covid-19 cases for first time since the pandemic began is a big blow for the Kelantan government.
"ASF detected in Nabawan, says Sabah DCM","Apr 23, 2021 @ 2:17pm",NATION,KOTA KINABALU: The Department of Veterinary Services (DVS) has reported at least one case of African Swine Fever (ASF) in Nabawan.
Selangor civil servants to get at least RM1k Raya incentive,"Apr 23, 2021 @ 1:15pm",NATION,"SHAH ALAM: Selangor Menteri Besar Datuk Seri Amirudin Shari today announced the special financial assistance (BKK) of half-month salary or a minimum of RM1,000 for state civil servants in conjunction with Hari Raya Aidilfitri, to be paid on May 19."
"Targeted approach to help economy working, says PM","Apr 23, 2021 @ 1:13pm",NATION,PUTRAJAYA: The targeted approach adopted by the government to alleviate the economic crisis brought on by the global Covid-19 pandemic has helped restore the country’s economy.
Pulau Sembilan set to reopen,"Apr 23, 2021 @ 12:11pm",NATION,"BATU GAJAH: Pulau Sembilan, the island famous for its unusual ‘blue tears’ of seawater that appear at night due to bioluminescent phytoplankton will soon be re-opened to the public."
Student claims teacher hit him with ruler causing injuries,"Apr 23, 2021 @ 11:43am",NATION,ALOR SETAR: A Year Three pupil has claimed he was hit by his teacher with a ruler at a school in Kuala Kedah.
Klang Bersatu 'adopts' bodyguards allegedly beat up for fasting,"Apr 23, 2021 @ 11:13am",NATION,SHAH ALAM: Selangor Parti Pribumi Bersatu Malaysia (Bersatu) has set up a panel of lawyers to seek justice for two bodyguards who were assaulted by their employers for fasting.
Asean leaders in Jakarta to hear out junta chief,"Apr 23, 2021 @ 9:30am",NATION,"Asean leaders will gather in Jakarta tomorrow for a special summit to hear firsthand, accounts of the political crisis in Myanmar."
"2 Bukit OUG condo units damaged in fire, 2 injured [NSTTV]","Apr 23, 2021 @ 9:25am",NATION,KUALA LUMPUR: Two studio units on the highest floor of a Bukit OUG condominium were razed in an incident at about 9.15pm last night.
"Land should be made freehold for school, urge stakeholders","Apr 23, 2021 @ 9:15am",NATION,"KUALA LUMPUR: While the move to extend the lease of Sekolah Menengah Kebangsaan Convent Bukit Nanas was met with joy, stakeholders still urge the authorities to grant freehold status to the land the mission school occupies."
Expert: State cases up after reopening of schools,"Apr 23, 2021 @ 9:00am",NATION,"KOTA BARU: Covid-19 cases in Kelantan saw a surge after schools in the state reopened, said a health expert."
"13 new clusters, three linked to educational institutions","Apr 22, 2021 @ 11:14pm",NATION,"KUALA LUMPUR: The Health Ministry today reported 13 new Covid-19 clusters in 10 states, including three educational institution-linked clusters as of noon today."
Lorry crash causes oil spill on Guthrie Highway; 4km traffic jam,"Apr 22, 2021 @ 10:32pm",NATION,"KUALA LUMPUR: An oil spill from an accident involving two lorries left thousands of motorists stuck in a 4-kilometre crawl at KM15.9 (northbound) on Guthrie Highway, this evening."
42 Thai nationals nabbed while on their way home,"Apr 22, 2021 @ 10:14pm",NATION,RANTAU PANJANG: Forty-two Thai nationals were arrested as they were about to return home via the Golok river here last night.
Less fortunate Muslims receive Ramadan aid,"Apr 22, 2021 @ 9:03pm",NATION,JOHOR BARU: Last year Dr Gary Ko was moved by the plight of the poor struggling to put food on the table particularly during the Covid-19 pandemic.
Govt identifies countries for travel bubble when borders open,"Apr 22, 2021 @ 7:41pm",NATION,"KOTA KINABALU: The Tourism, Arts and Culture Ministry has been working closely with relevant ministries and agencies to prepare for a travel bubble."
Govt agrees to give Convent Bukit Nanas 60-year lease extension,"Apr 22, 2021 @ 7:24pm",NATION,"KUALA LUMPUR: The government has decided to extend the lease for Sekolah Menengah Kebangsaan Convent Bukit Nanas, which was due to expire in September, by another 60 years."
Govt agrees to give Convent Bukit Nanas 60-year lease extension,"Apr 22, 2021 @ 7:24pm",NATION,"KUALA LUMPUR: The government has decided to extend the lease for Sekolah Menengah Kebangsaan Convent Bukit Nanas, which was due to expire in September, by another 60 years."
Two schools in Johor and Kelantan under EMCO for 2 weeks,"Apr 22, 2021 @ 6:59pm",NATION,KUALA LUMPUR: Two schools in Johor and Kelantan are placed under Enhanced Movement Control Order (EMCO) for two weeks starting tomorrow due to an increasing number of Covid-19 cases.
200 slapped with compounds for flouting SOP,"Apr 22, 2021 @ 6:36pm",NATION,"KUALA LUMPUR: A total of 200 people have been slapped with compounds yesterday for flouting standard operating procedures (SOP), including 53 individuals for not putting on their face masks."
Two UMP students drown at Kuantan waterfall,"Apr 22, 2021 @ 6:22pm",NATION,KUANTAN: A picnic outing for a group of Universiti Malaysia Pahang (UMP) students at the popular Sungai Pandan waterfall near here today ended in tragedy when two of them drowned.
Five schools in Sabah capital have positive Covid-19 cases,"Apr 22, 2021 @ 6:20pm",NATION,KOTA KINABALU: Five schools in the state capital have recorded Covid-19 infections.
RMN deploys MV Mega Bakti to help search for Indonesian submarine,"Apr 22, 2021 @ 6:01pm",NATION,"KUALA LUMPUR: MV Mega Bakti, a submarine rescue ship of the Royal Malaysian Navy (RMN), was deployed this morning to assist in the search for a missing Indonesian submarine, KRI Nanggala, which lost contact while conducting training in the waters off the north of Bali yesterday."
Tamat Darurat group claims it has been granted audience with the King,"Apr 22, 2021 @ 5:35pm",NATION,KUALA LUMPUR: The 'Tamat Darurat' committee chairman Khalid Samad said the group has been granted an audience with the Yang di-Pertuan Agong Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah.
Kelantan Covid-19 situation worsens with 662 new cases recorded,"Apr 22, 2021 @ 5:33pm",NATION,"KUALA LUMPUR: For the first time since the pandemic began, Kelantan has topped the list of states with the highest number of new Covid-19 cases."
Call to reduce food wastage during Ramadan,"Apr 22, 2021 @ 5:28pm",NATION,GEORGE TOWN: The Consumers Association of Penang (CAP) is concerned over food waste increase of between 15 and 20 per cent during Ramadan.
"Mara launches internal probe into alleged sexual harassment, abuse at MRSM","Apr 22, 2021 @ 5:14pm",NATION,KUALA LUMPUR: Majlis Amanah Rakyat (Mara) has launched an internal investigation to look into the alleged sexual harassment and abuse at Mara Junior Science College (MRSM).
Govt expanding Labour Recalibration Programme to include foreigners,"Apr 22, 2021 @ 5:11pm",NATION,KUALA LUMPUR: The government has agreed to expand the Labour Recalibration Programme to include employing foreigners in several service sub-sectors.
"Sabah to focus on MICE, business tourism to revitalise industry and economy","Apr 22, 2021 @ 4:29pm",NATION,KOTA KINABALU: Sabah government will focus on business and meeting-oriented tourism to revitalise the industry.
"2 million civil servants, pensioners to get special Raya aid","Apr 22, 2021 @ 4:05pm",NATION,KUALA LUMPUR: Over two million civil servants and pensioners will receive a special Hari Raya Aidilfitri financial assistance which will be paid out on May 6.
Kelantan elderly couple relieved after vaccination,"Apr 22, 2021 @ 4:01pm",NATION,"PASIR PUTEH: Wan Muhamad Wan Adam and his wife Siti Eshah Muhammmad, both 75, have been waiting patiently to be vaccinated."
Minister says enough fresh chickens until after Hari Raya,"Apr 22, 2021 @ 3:46pm",NATION,PUTRAJAYA: The government has guaranteed that supply of fresh chicken will be sufficient until after the Aidilfitri celebration.
Concrete wall collapses on car in Penang landslide,"Apr 22, 2021 @ 3:36pm",NATION,"GEORGE TOWN: A car was badly damaged after it was crushed by a concrete wall following a landslide behind a petrol station at Jalan Sultan Azlan Shah, Gelugor here today."
Close to 50 per cent Malaysians completed 2020 MyCensus [NSTTV],"Apr 22, 2021 @ 3:19pm",NATION,"KUALA LUMPUR: A total of 15.9 million or 48.7 per cent Malaysians have completed the 2020 MyCensus, themed “Your Data Is Our Future” as of Wednesday (April 21), with a 16.8 million left to be enumerated."
Man who drove against traffic flow on BORR dies,"Apr 22, 2021 @ 2:39pm",NATION,"BUTTERWORTH: The 43-year-old man, who drove his car against the flow of traffic before grazing an oncoming motorcycle and colliding with an oncoming car at Km13 of the Butterworth Outer Ring Road (BORR), heading towards Bagan Ajam here last Wednesday, has died."
Thousands find new calling as Life Planners,"Apr 22, 2021 @ 2:39pm",NATION,"AIA Public Takaful Bhd recruited more than 4,000 takaful agents last year, creating jobs for Malaysians even as the Covid-19 pandemic ravaged the economy."
Emergency Asean Summit on Myanmar to discuss safety of its civilian population,"Apr 22, 2021 @ 2:32pm",NATION,KUALA LUMPUR: The Malaysian Advisory Group on Myanmar has called for an immediate cessation of violence in Myanmar.
Emergency Asean Summit on Myanmar to discuss safety of its civilian population,"Apr 22, 2021 @ 2:32pm",NATION,KUALA LUMPUR: The Malaysian Advisory Group on Myanmar has called for an immediate cessation of violence in Myanmar.
Sabah library targets 5 million users this year,"Apr 22, 2021 @ 2:08pm",NATION,KOTA KINABALU: The Sabah Library is aiming for five million users this year at its libraries and other services.
Kelantan to open PKRC for students who contract Covid-19,"Apr 22, 2021 @ 1:27pm",NATION,KOTA BARU: The Kelantan health department is planning to set up another Covid-19 Quarantine and Treatment Centre (PKRC) for low-risk patients in the state to accommodate students who test positive for the coronavirus.
Mom and kids jump into river to escape fire [NSTTV],"Apr 22, 2021 @ 1:10pm",NATION,"PENAMPANG: A mother and her seven children jumped into a river to save themselves after several houses in Kampung Dumpil, Putatan, here caught fire last night."
Jiwang and Juwita are now 'husband and wife' [NSTTV],"Apr 22, 2021 @ 1:01pm",NATION,"IPOH: Probably the first ever animal wedding held in the country, two hippos named Jiwang and Juwita finally “tied the knot” at the Hippo Kingdom in the Lost World of Tambun here yesterday."
'MOE should turn PPDs into one-stop centres',"Apr 22, 2021 @ 12:51pm",NATION,KUALA LUMPUR: The National Parents-Teachers Associations Consultative Council (PIBGN) has suggested that the Ministry of Education (MOE) turn district education offices (PPDs) into ‘one stop centres’ in addressing problems related to home-based teaching and learning (PdPR) and DidikTV KPM.
70-year-old cinema razed in Seremban,"Apr 22, 2021 @ 12:43pm",NATION,"SEREMBAN: A 70-year-old, two-storey cinema in Jalan Dr Krisnan, here, was destroyed in a fire early this morning."
